date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,forecast_quantity
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Canada,E-Commerce,Retailer,90023023,Amazon,31
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Canada,E-Commerce,Retailer,90023030,Amazon,4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",China,"Brick & Mortar",Distributor,80001019,Neptune,96
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",China,E-Commerce,Retailer,90001021,Taobao,3
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",28
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",27
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011186,Elite,37
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011187,"Chip 7",90
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011189,UniEuro,64
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011190,"Media Markt",20
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011191,Sorefoz,63
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,E-Commerce,Direct,70011194,"Atliq e Store",65
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",602
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",526
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002002,Croma,770
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002003,Ezone,729
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002005,Lotus,227
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002006,Viveks,614
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002007,Girias,84
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",320
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,196
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002014,Expression,137
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002015,Propel,572
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,E-Commerce,Direct,70002018,"Atliq e Store",168
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,E-Commerce,Retailer,90002009,Flipkart,906
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,E-Commerce,Retailer,90002010,Ebay,586
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",87
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",34
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",82
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",6
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013117,Euronics,5
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,12
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",13
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,12
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",9
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013123,Expert,16
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,E-Commerce,Direct,70013126,"Atliq e Store",4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Japan,"Brick & Mortar",Direct,70004069,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Netherlands,"Brick & Mortar",Direct,70014142,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Newzealand,"Brick & Mortar",Direct,70009133,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Norway,"Brick & Mortar",Direct,70015151,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",56
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006154,Synthetic,247
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006155,Novus,227
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Retailer,90006153,Insight,28
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,E-Commerce,Direct,70006158,"Atliq e Store",15
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Direct,70016177,"AltiQ Exclusive",3
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016171,"Electricalsara Stores",6
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016173,Expert,4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016174,"Currys (Dixons Carphone)",6
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016175,"Argos (Sainsbury's)",8
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,E-Commerce,Direct,70016178,"Atliq e Store",4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea","Brick & Mortar",Direct,70007198,"AltiQ Exclusive",108
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea","Brick & Mortar",Distributor,80007195,Sage,621
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea",E-Commerce,Direct,70007199,"Atliq e Store",165
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea",E-Commerce,Retailer,90007197,Amazon,143
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022071,"Acclaimed Stores",61
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022073,Control,111
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022075,BestBuy,107
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022077,"Radio Shack",105
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022078,Costco,54
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022079,walmart,93
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Direct,70022085,"Atliq e Store",115
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022074,Flipkart,75
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022081,Amazon,176
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022082,Amazon,36
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022083,Ebay,42
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Direct,70008169,"AltiQ Exclusive",102
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Retailer,90008165,"Forward Stores",111
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Retailer,90008166,Sound,208
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Retailer,90008167,Electricalsocity,78
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,E-Commerce,Direct,70008170,"Atliq e Store",156
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Bangladesh,"Brick & Mortar",Direct,70010047,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Brazil,E-Commerce,Retailer,90027207,Amazon,63
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Direct,70023031,"AltiQ Exclusive",33
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023022,"Nomad Stores",42
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023025,"Premium Stores",20
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023026,Relief,30
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023027,Costco,26
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023029,Staples,23
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,E-Commerce,Retailer,90023023,Amazon,35
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,E-Commerce,Retailer,90023030,Amazon,8
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",China,"Brick & Mortar",Distributor,80001019,Neptune,137
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",China,E-Commerce,Retailer,90001021,Taobao,16
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",68
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",68
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011186,Elite,58
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011187,"Chip 7",13
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011189,UniEuro,55
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011190,"Media Markt",10
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011191,Sorefoz,48
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,E-Commerce,Direct,70011194,"Atliq e Store",69
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",200
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",212
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002002,Croma,118
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002003,Ezone,439
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002005,Lotus,704
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002006,Viveks,243
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002007,Girias,219
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",85
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,542
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002014,Expression,113
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002015,Propel,626
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,E-Commerce,Direct,70002018,"Atliq e Store",85
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,E-Commerce,Retailer,90002009,Flipkart,631
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,E-Commerce,Retailer,90002010,Ebay,315
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",75
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",47
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",100
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",10
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013117,Euronics,22
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,8
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",3
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,9
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",13
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013123,Expert,4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,E-Commerce,Direct,70013126,"Atliq e Store",19
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Japan,"Brick & Mortar",Direct,70004069,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Netherlands,"Brick & Mortar",Direct,70014142,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Newzealand,"Brick & Mortar",Direct,70009133,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Norway,"Brick & Mortar",Direct,70015151,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",56
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006154,Synthetic,187
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006155,Novus,249
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Retailer,90006153,Insight,29
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,E-Commerce,Direct,70006158,"Atliq e Store",23
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Direct,70016177,"AltiQ Exclusive",3
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016171,"Electricalsara Stores",3
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016173,Expert,5
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016174,"Currys (Dixons Carphone)",2
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016175,"Argos (Sainsbury's)",9
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,E-Commerce,Direct,70016178,"Atliq e Store",3
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea","Brick & Mortar",Direct,70007198,"AltiQ Exclusive",74
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea","Brick & Mortar",Distributor,80007195,Sage,149
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea",E-Commerce,Direct,70007199,"Atliq e Store",36
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea",E-Commerce,Retailer,90007197,Amazon,149
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022071,"Acclaimed Stores",60
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022073,Control,186
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022075,BestBuy,52
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022077,"Radio Shack",94
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022078,Costco,78
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022079,walmart,106
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Direct,70022085,"Atliq e Store",130
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022074,Flipkart,83
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022081,Amazon,54
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022082,Amazon,24
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022083,Ebay,59
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Direct,70008169,"AltiQ Exclusive",451
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Retailer,90008165,"Forward Stores",394
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Retailer,90008166,Sound,87
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Retailer,90008167,Electricalsocity,61
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,E-Commerce,Direct,70008170,"Atliq e Store",491
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Bangladesh,"Brick & Mortar",Direct,70010047,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Brazil,E-Commerce,Retailer,90027207,Amazon,130
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Direct,70023031,"AltiQ Exclusive",22
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023022,"Nomad Stores",8
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023025,"Premium Stores",15
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023026,Relief,25
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023027,Costco,72
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023029,Staples,30
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,E-Commerce,Retailer,90023023,Amazon,56
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,E-Commerce,Retailer,90023030,Amazon,67
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",China,"Brick & Mortar",Distributor,80001019,Neptune,256
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",China,E-Commerce,Retailer,90001021,Taobao,58
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",117
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",64
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011186,Elite,39
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011187,"Chip 7",77
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011189,UniEuro,121
